lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"tiro de forehand","forehand shot",83,NOUN,8,1,"Um retorno feito com a palma da mão voltada para a direção do golpe como no tênis, badminton ou squash.",Individual_moves,7837,"Lemma not found in database"
"nado crawl","front crawl",83,NOUN,8,1,"No nado, é o movimento no qual o nadador, de barriga para baixo, faz três braçadas e vira a cabeça para o lado para respirar. Este estilo de nado também é conhecido como crawl e as pernas balançam para cima e para baixo alternadamente.",Individual_moves,7840,"Lemma not found in database"
"crawl australiano","australian crawl",83,NOUN,8,1,"O nado peito; no qual os braços são movidos alternadamente por cima da cabeça acompanhado de um batimento das pernas.",Individual_moves,7841,"Lemma not found in database"
"corrida de impulso",run-up,83,NOUN,8,1,"O ato de se mover rapidamente, alternando saltos curtos com os dois pés.",Individual_moves,7845,"Lemma not found in database"
"chute do goleiro","goalie kick",83,NOUN,8,1,"No futebol, é o chute dado pelo goleiro para colocar de volta no jogo a bola que saiu da linha do gol quando em posse do time atacante. No handebol, ocorre quando, antes de atingir a linha final, a bola foi tocada pela última vez por um jogador do time atacante ou pelo goleiro do time defensor dentro de sua área de meta. No polo aquático, é um tipo de chute de meta realizado na linha dos dois metros.",Individual_moves,7852,"Lemma not found in database"
"Chute de tesoura","scissor kick",83,NOUN,8,1,"Um movimento no futebol no qual o jogador inclina seu corpo para trás no ar, se apoiando em uma perna, colocando a outra acima da região da cabeça. Assim, o jogador acerta a bola em um lançamento aéreo.",Individual_moves,7866,"Lemma not found in database"
"chute de bicicleta","bicycle kick",83,NOUN,8,1,"Uma jogada no futebol na qual o jogador inclina seu corpo para trás no ar, apoiando-se em uma perna, colocando a outra acima da região da cabeça. Assim, o jogador acerta a bola em um lançamento aéreo.",Individual_moves,7867,"Lemma not found in database"
"chute de bicicleta","overhead kick",83,NOUN,8,1,"A jogada no futebol em que o jogador inclina seu corpo para trás no ar, se apoiando em uma perna, colocando a outra acima da região da cabeça. Assim, o jogador acerta a bola em um lançamento aéreo.",Individual_moves,7868,"Lemma not found in database"
"nado de costas",backstroke,83,NOUN,8,1,"nado costas",Individual_moves,7870,"Lemma not found in database"
"nado de costas","back crawl",83,NOUN,8,1,"nado livre, é o estilo em que os nadadores nadam de costas.",Individual_moves,7871,"Lemma not found in database"
"pulo com tesoura","scissor jump",83,NOUN,8,1,"tipo de salto em que, ao pular, a perna da frente é levantada sobre a barra e então a outra perna.",Individual_moves,7874,"Lemma not found in database"
agarro,grab,83,NOUN,8,1,"Segure equipamentos esportivos com as mãos.",Individual_moves,7878,"Lemma not found in database"
"pegar um rebote","get a rebound",86,VERB,16,1,"Um movimento no qual o atleta tenta marcar um ponto pela segunda vez, depois que a bola foi defendida ou bateu no poste ou na cesta.",Individual_moves,7879,"Lemma not found in database"
"Pegar um rebote","pick up a rebound",86,VERB,16,1,"Um movimento no qual o atleta tenta marcar um ponto pela segunda vez, depois que a bola foi defendida ou bateu na trave ou no aro.",Individual_moves,7880,"Lemma not found in database"
backswing,"back swing",83,NOUN,8,1,"No golfe, é o movimento de rotação que o corpo faz para trás antes do swing.",Individual_moves,7881,"Lemma not found in database"
"clear de backhand","backhand clear",83,NOUN,8,1,"No badminton, o movimento do jogador no qual ele, de costas para a rede, arremessa a raquete para o lado da quadra do oponente.",Individual_moves,7882,"Lemma not found in database"
meio-voleio,half-volley,83,NOUN,8,1,"No tênis, é um golpe onde a bola é atingida logo após tocar o chão.",Individual_moves,7883,"Lemma not found in database"
bogey,bogey,83,NOUN,8,1,"No golfe, é um tiro acima do par.",Individual_moves,7884,"Lemma not found in database"
"duplo bogey","double bogey",83,NOUN,8,1,"No golfe, estão duas tacadas acima do par.",Individual_moves,7885,"Lemma not found in database"
"bola cruzada","cross-court shot",83,NOUN,8,1,"No tênis, é uma bola lançada em uma linha diagonal, de direita para esquerda ou vice-versa.",Individual_moves,7889,"Lemma not found in database"
"voleio curto","drop volley",83,NOUN,8,1,"No tênis, é um golpe em que a bola é atingida relativamente suavemente e cai logo acima e perto da rede. No vôlei, é um movimento sem peso, quando um atleta, em vez de atacar a bola, joga-a levemente para o lado do adversário, perto da rede, visando um espaço vazio na quadra.",Individual_moves,7890,"Lemma not found in database"
"desviar a bola com a palma da mão","palm the ball away",86,VERB,16,1,"Abrir ou bater em um objeto com as mãos.",Individual_moves,7894,"Lemma not found in database"
"arremesso lateral",throw-in,83,NOUN,8,1,"um ato de jogar a bola da lateral para reiniciar o jogo depois que a bola saiu dos limites.",Individual_moves,7898,"Lemma not found in database"
meio-passo,"half step",83,NOUN,8,1,"Em equitação, é um movimento para frente e para o lado onde o cavalo cruza as pernas no trote.",Individual_moves,7899,"Lemma not found in database"
"tiro ao longo da linha","down-the-line shot",83,NOUN,8,1,"No tênis, é o movimento com a bola em uma linha reta, obviamente o oposto do saque de corte.",Individual_moves,7901,"Lemma not found in database"
"gol de penal","penalty goal",83,NOUN,8,1,"No rúgbi, quando sofre uma falta, a equipe pode optar por tentar chutar as estacas no local onde ocorreu a infração.",Individual_moves,7903,"Lemma not found in database"
"empurrão e bombeamento","push and pump",83,NOUN,8,1,"No ciclismo BMX, é um tipo de movimento no qual o piloto utiliza seu impulso corporal para pular sobre obstáculos a fim de ganhar velocidade, pousando suavemente em sua descida.",Individual_moves,7905,"Lemma not found in database"
"salto em tesoura","scissors jump",83,NOUN,8,1,"tipo de salto em que, ao pular, a perna da frente é levantada sobre a barra e então a outra perna.",Individual_moves,7911,"Lemma not found in database"
"costa a costa","coast to coast",83,NOUN,8,1,"a ação de ir do um lado da quadra de basquete para o outro, geralmente em um contra-ataque rápido.",Individual_moves,7912,"Lemma not found in database"
"Cruzado Brasileiro","brazilian cruzado",83,NOUN,8,1,"Um soco é um tipo de socada usada nas artes marciais. Um soco curto e reto. Um soco curto e rápido.",Interactive_moves,7915,"Lemma not found in database"
dribling,dribbling,83,NOUN,8,1,"o impulso de uma bola por batidas ou chutes repetidos.",Interactive_moves,7916,"Lemma not found in database"
"ataque diversivo","diversionary attack",83,NOUN,8,1,"Um ataque calculado para atrair a defesa do inimigo longe do ponto de ataque principal.",Interactive_moves,7921,"Lemma not found in database"
um-dois,one-two,83,NOUN,8,1,"A combinação de passes entre dois jogadores.",Interactive_moves,7923,"Lemma not found in database"
combina,combine,86,VERB,16,1,"Trocar passes com um companheiro de equipe.",Interactive_moves,7928,"Lemma not found in database"
"bloqueio de ultrapassagem","block pass",83,NOUN,8,1,"No ciclismo BMX, é um tipo de ultrapassagem em que o ciclista entra na curva interna, acelerando para ultrapassar o oponente.",Interactive_moves,7937,"Lemma not found in database"
agarrão,grab,83,NOUN,8,1,"Segure o oponente com as mãos durante o combate.",Interactive_moves,7938,"Lemma not found in database"
segurada,hold,83,NOUN,8,1,"Segure o oponente com as mãos durante o combate.",Interactive_moves,7939,"Lemma not found in database"
"finta corporal","body feint",83,NOUN,8,1,"No handebol, é a ação que o jogador realiza, quando possui a bola, para orientar os movimentos do adversário em uma falsa direção, desviando sua atenção de sua intenção real, causando-lhe desequilíbrio. A finta visa enganar e passar pelo jogador do time adversário.",Interactive_moves,7948,"Lemma not found in database"
"Pass molhado","wet pass",83,NOUN,8,1,"No polo aquático, é quando a bola é passada tocando a água.",Interactive_moves,7955,"Lemma not found in database"
"canoagem de slalom","slalom canoeing",83,NOUN,8,1,"slalom de águas-vivas é um esporte competitivo onde o objetivo é navegar em um caiaque ou canoa com quinas em um curso de portões pendurados em corredeiras de rio no tempo mais rápido possível.",Sports_disciplines,7960,"Lemma not found in database"
"luta grega-romana","greco-roman wrestling",83,NOUN,8,1,"um estilo de luta praticado em todo o mundo.",Sports_disciplines,7961,"Lemma not found in database"
"corrida de revezamento","relay racing",83,NOUN,8,1,"Uma corrida entre equipes em que cada membro corre ou nada parte da distância.",Sports_disciplines,7963,"Lemma not found in database"
"corrida de obstáculos",steeplechase,83,NOUN,8,1,"Uma corrida de obstáculos em atletismo.",Sports_disciplines,7969,"Lemma not found in database"
"corrida de obstáculos","obstacle race",83,NOUN,8,1,"Uma competição de corrida com obstáculos.",Sports_disciplines,7970,"Lemma not found in database"
"ciclismo de mountain bike","mountain bike cycling",83,NOUN,8,1,"Esportes derivados do ciclismo, praticados por um tipo de bicicleta utilizada no Mountain Bike, em que o objetivo é cruzar caminhos com diferentes irregularidades e obstáculos.",Sports_disciplines,7975,"Lemma not found in database"
"BMX Racing","bmx racing",83,NOUN,8,1,"Tipo de ciclismo em que os atletas competem em uma corrida em um percurso circular com vários obstáculos e o vencedor é quem termina ou segue o primeiro.",Sports_disciplines,7977,"Lemma not found in database"
"ciclismo de BMX freestyle","bmx freestyle cycling",83,NOUN,8,1,"tipo de ciclismo onde o objetivo é fazer manobras extremas, com o vencedor sendo aquele que obtém as melhores notas na avaliação dos juízes.",Sports_disciplines,7978,"Lemma not found in database"
"BMX freestyle","bmx freestyle",83,NOUN,8,1,"tipo de ciclismo onde o objetivo é realizar manobras extremas, com o vencedor sendo aquele que obtém as melhores notas na avaliação dos juízes.",Sports_disciplines,7979,"Lemma not found in database"
"ciclismo de BMX","bmx cycling",83,NOUN,8,1,"esporte de corrida em bicicletas especiais, cujo objetivo é primeiro atingir uma determinada meta ou completar um determinado percurso no menor tempo possível ou realizar manobras radicais e ganhar pontos.",Sports_disciplines,7980,"Lemma not found in database"
"canoagem de velocidade","sprint canoeing",83,NOUN,8,1,"esporte náutico praticado com canoa ou caiaques em águas calmas, sem atleta ou atleta deve passar por uma velocidade predeterminada em uma linha de retirada no menor tempo possível.",Sports_disciplines,7983,"Lemma not found in database"
CCE,eventing,83,NOUN,8,1,"esporte equestre olímpico, no qual o cavaleiro, com a ajuda de seu cavalo, deve realizar um conjunto de eventos com obstáculos naturais no menor tempo possível.",Sports_disciplines,7985,"Lemma not found in database"
"salto de obstáculos","show jumping",83,NOUN,8,1,"Esportes equestres olímpicos em que o cavaleiro deve ajudar seu cavalo a realizar um evento de salto, seguindo regras durante um percurso. Ambos são avaliados.",Sports_disciplines,7986,"Lemma not found in database"
"luta livre",wrestling,83,NOUN,8,1,"Combate corpo a corpo. O lutador que mantém o oponente de costas para a tampa ou recebe a maior pontuação por movimentos técnicos vence no final da luta.",Sports_disciplines,7987,"Lemma not found in database"
"caminhada atlética","race walking",83,NOUN,8,1,"Modidade de atletismo onde uma progressão de passos é realizada para que o atleta sempre mantenha contato com o chão com pelo menos um pé.",Sports_disciplines,7988,"Lemma not found in database"
"meio fundo","middle distance",83,NOUN,8,1,"A disciplina de corrida em atletismo que corresponde a distâncias entre 800 e 3.000 metros.",Sports_disciplines,7990,"Lemma not found in database"
"nado de costas","back crawl",83,NOUN,8,1,"nado de costas",Sports_disciplines,7991,"Lemma not found in database"
rastejar,crawl,83,NOUN,8,1,"No nado, é o movimento no qual o nadador, de frente para a água, dá três braçadas e vira a cabeça para o lado para respirar. Este estilo de nado também é conhecido como crawl e as pernas balançam para cima e para baixo de forma alternada.",Sports_disciplines,7992,"Lemma not found in database"
"crawl australiano","australian crawl",83,NOUN,8,1,"No nado, é o movimento em que o nadador, de frente, dá três golpes e vira a cabeça para o lado para respirar. Este estilo de nado também é conhecido como livre e as pernas balançam para cima e para baixo alternadamente.",Sports_disciplines,7993,"Lemma not found in database"
